,brewery_id,breweries,address1,address2,city,STATE,code,country,phone,website,filepath,descript,last_mod,coordinates,id,abv,name,state
166,622,Hair of the Dog Brewing,4509 SE 23rd Avenue,,Portland,Oregon,97202,United States,1-503-232-6585,,,,2010-07-22T16:00:20-04:00,"45.4901, -122.643",870,7.5,Rose,OR
167,709,Jaipur Restaurant and Brewpub,10922 Elm Street,,Omaha,Nebraska,68144,United States,1-402-392-7331,,,,2010-07-22T16:00:20-04:00,"41.2328, -96.0825",812,0.0,Porter,NE
171,795,Little Apple Brewing,1110 Westloop Center,,Manhattan,Kansas,66502,United States,1-785-539-5500,,,,2010-07-22T16:00:20-04:00,"39.1836, -96.5717",339,0.0,Bovine Belgian Winter Ale,KS
172,795,Little Apple Brewing,1110 Westloop Center,,Manhattan,Kansas,66502,United States,1-785-539-5500,,,,2010-07-22T16:00:20-04:00,"39.1836, -96.5717",340,0.0,XX Black Angus Stout,KS
173,795,Little Apple Brewing,1110 Westloop Center,,Manhattan,Kansas,66502,United States,1-785-539-5500,,,,2010-07-22T16:00:20-04:00,"39.1836, -96.5717",341,0.0,Blarney Stone Stout,KS
174,795,Little Apple Brewing,1110 Westloop Center,,Manhattan,Kansas,66502,United States,1-785-539-5500,,,,2010-07-22T16:00:20-04:00,"39.1836, -96.5717",342,0.0,Bison Brown Ale,KS
175,795,Little Apple Brewing,1110 Westloop Center,,Manhattan,Kansas,66502,United States,1-785-539-5500,,,,2010-07-22T16:00:20-04:00,"39.1836, -96.5717",343,0.0,Prairie Pale,KS
176,795,Little Apple Brewing,1110 Westloop Center,,Manhattan,Kansas,66502,United States,1-785-539-5500,,,,2010-07-22T16:00:20-04:00,"39.1836, -96.5717",344,0.0,Wildcat Wheat,KS
184,1143,Siletz Roadhouse & Brewery,243 North Gaither Street,,Siletz,Oregon,97380,United States,1-541-444-2335,,,,2010-07-22T16:00:20-04:00,"44.722, -123.918",880,0.0,Spruce Ale,OR
185,1143,Siletz Roadhouse & Brewery,243 North Gaither Street,,Siletz,Oregon,97380,United States,1-541-444-2335,,,,2010-07-22T16:00:20-04:00,"44.722, -123.918",884,0.0,Oatmeal Cream Stout,OR
186,1143,Siletz Roadhouse & Brewery,243 North Gaither Street,,Siletz,Oregon,97380,United States,1-541-444-2335,,,,2010-07-22T16:00:20-04:00,"44.722, -123.918",915,0.0,Wooly Bully,OR
196,160,Boulder Beer Company,2880 Wilderness Place,,Boulder,Colorado,80301,United States,1-303-444-8448,http://boulderbeer.com/,,,2010-07-22T16:00:20-04:00,"40.0267, -105.248",57,8.0,Obovoid Empirical Stout,CO
197,160,Boulder Beer Company,2880 Wilderness Place,,Boulder,Colorado,80301,United States,1-303-444-8448,http://boulderbeer.com/,,,2010-07-22T16:00:20-04:00,"40.0267, -105.248",61,10.0,Killer Penguin,CO
198,160,Boulder Beer Company,2880 Wilderness Place,,Boulder,Colorado,80301,United States,1-303-444-8448,http://boulderbeer.com/,,,2010-07-22T16:00:20-04:00,"40.0267, -105.248",81,5.94,Never Summer Ale,CO
199,160,Boulder Beer Company,2880 Wilderness Place,,Boulder,Colorado,80301,United States,1-303-444-8448,http://boulderbeer.com/,,,2010-07-22T16:00:20-04:00,"40.0267, -105.248",153,6.5,Cold Hop,CO
200,160,Boulder Beer Company,2880 Wilderness Place,,Boulder,Colorado,80301,United States,1-303-444-8448,http://boulderbeer.com/,,,2010-07-22T16:00:20-04:00,"40.0267, -105.248",346,5.5,Planet Porter / Boulder Porter,CO
201,160,Boulder Beer Company,2880 Wilderness Place,,Boulder,Colorado,80301,United States,1-303-444-8448,http://boulderbeer.com/,,,2010-07-22T16:00:20-04:00,"40.0267, -105.248",382,0.0,GABF 25th Year Beer,CO
202,160,Boulder Beer Company,2880 Wilderness Place,,Boulder,Colorado,80301,United States,1-303-444-8448,http://boulderbeer.com/,,,2010-07-22T16:00:20-04:00,"40.0267, -105.248",799,6.8,MoJo India Pale Ale,CO
211,409,Crabby Larry's Brewpub Steak & Crab House,237 West Butler Avenue,,Chalfont,Pennsylvania,18914,United States,1-215-822-8788,http://www.crabbylarrys.com/,,,2010-07-22T16:00:20-04:00,"40.2795, -75.2143",980,4.2,Golden Treasure,PA
212,409,Crabby Larry's Brewpub Steak & Crab House,237 West Butler Avenue,,Chalfont,Pennsylvania,18914,United States,1-215-822-8788,http://www.crabbylarrys.com/,,,2010-07-22T16:00:20-04:00,"40.2795, -75.2143",981,6.0,Crabby Larry's Irish Red Ale,PA
213,409,Crabby Larry's Brewpub Steak & Crab House,237 West Butler Avenue,,Chalfont,Pennsylvania,18914,United States,1-215-822-8788,http://www.crabbylarrys.com/,,,2010-07-22T16:00:20-04:00,"40.2795, -75.2143",982,5.4,Calico Jack Amber Ale,PA
214,409,Crabby Larry's Brewpub Steak & Crab House,237 West Butler Avenue,,Chalfont,Pennsylvania,18914,United States,1-215-822-8788,http://www.crabbylarrys.com/,,,2010-07-22T16:00:20-04:00,"40.2795, -75.2143",983,0.0,Pale Ale,PA
215,409,Crabby Larry's Brewpub Steak & Crab House,237 West Butler Avenue,,Chalfont,Pennsylvania,18914,United States,1-215-822-8788,http://www.crabbylarrys.com/,,,2010-07-22T16:00:20-04:00,"40.2795, -75.2143",984,0.0,Summer Lager,PA
218,562,Full Sail Brewing #1,506 Columbia Street,,Hood River,Oregon,97031,United States,1-541-386-2281,,,,2010-07-22T16:00:20-04:00,"45.7103, -121.515",130,6.4,LTD 02 Lager,OR
219,562,Full Sail Brewing #1,506 Columbia Street,,Hood River,Oregon,97031,United States,1-541-386-2281,,,,2010-07-22T16:00:20-04:00,"45.7103, -121.515",133,9.0,Old Boardhead 2006,OR
220,562,Full Sail Brewing #1,506 Columbia Street,,Hood River,Oregon,97031,United States,1-541-386-2281,,,,2010-07-22T16:00:20-04:00,"45.7103, -121.515",135,0.0,Nugget,OR
221,562,Full Sail Brewing #1,506 Columbia Street,,Hood River,Oregon,97031,United States,1-541-386-2281,,,,2010-07-22T16:00:20-04:00,"45.7103, -121.515",428,5.1,Session Premium Lager,OR
222,562,Full Sail Brewing #1,506 Columbia Street,,Hood River,Oregon,97031,United States,1-541-386-2281,,,,2010-07-22T16:00:20-04:00,"45.7103, -121.515",830,7.8,Slip Knot Imperial IPA 2006,OR
223,588,Gordon Biersch Brewing,357 East Taylor Street,,San Jose,California,95112,United States,1-408-278-1008,http://www.gordonbiersch.com/brewery,,,2010-07-22T16:00:20-04:00,"37.3526, -121.893",285,7.0,Blonde Bock,CA
224,588,Gordon Biersch Brewing,357 East Taylor Street,,San Jose,California,95112,United States,1-408-278-1008,http://www.gordonbiersch.com/brewery,,,2010-07-22T16:00:20-04:00,"37.3526, -121.893",286,4.3,Schwarzbier,CA
225,588,Gordon Biersch Brewing,357 East Taylor Street,,San Jose,California,95112,United States,1-408-278-1008,http://www.gordonbiersch.com/brewery,,,2010-07-22T16:00:20-04:00,"37.3526, -121.893",287,0.0,Czech Lager,CA
226,588,Gordon Biersch Brewing,357 East Taylor Street,,San Jose,California,95112,United States,1-408-278-1008,http://www.gordonbiersch.com/brewery,,,2010-07-22T16:00:20-04:00,"37.3526, -121.893",289,5.3,Pilsner,CA
227,624,Half Moon Bay Brewing,390 Capistrano Road,,Princeton by the Sea,California,94019,United States,1-650-728-2739,,,,2010-07-22T16:00:20-04:00,"37.4903, -122.435",260,6.8,Illuminator Doppelbock,CA
228,624,Half Moon Bay Brewing,390 Capistrano Road,,Princeton by the Sea,California,94019,United States,1-650-728-2739,,,,2010-07-22T16:00:20-04:00,"37.4903, -122.435",261,6.1,Old Princeton Landing IPA,CA
229,624,Half Moon Bay Brewing,390 Capistrano Road,,Princeton by the Sea,California,94019,United States,1-650-728-2739,,,,2010-07-22T16:00:20-04:00,"37.4903, -122.435",262,5.2,Paddle Out Stout,CA
230,624,Half Moon Bay Brewing,390 Capistrano Road,,Princeton by the Sea,California,94019,United States,1-650-728-2739,,,,2010-07-22T16:00:20-04:00,"37.4903, -122.435",263,4.6,Pillar Point Pale Ale,CA
231,624,Half Moon Bay Brewing,390 Capistrano Road,,Princeton by the Sea,California,94019,United States,1-650-728-2739,,,,2010-07-22T16:00:20-04:00,"37.4903, -122.435",264,4.5,Sandy Beach Blonde Hefeweizen,CA
232,624,Half Moon Bay Brewing,390 Capistrano Road,,Princeton by the Sea,California,94019,United States,1-650-728-2739,,,,2010-07-22T16:00:20-04:00,"37.4903, -122.435",265,4.8,Mavericks Amber Ale,CA
233,624,Half Moon Bay Brewing,390 Capistrano Road,,Princeton by the Sea,California,94019,United States,1-650-728-2739,,,,2010-07-22T16:00:20-04:00,"37.4903, -122.435",266,4.8,Harbor Light Ale,CA
234,721,John Harvard's Brewhouse - Wilmington,,,Wilmington,Delaware,,United States,,,,,2010-07-22T16:00:20-04:00,"39.7458, -75.5467",999,0.0,Half Again Bock,DE
235,721,John Harvard's Brewhouse - Wilmington,,,Wilmington,Delaware,,United States,,,,,2010-07-22T16:00:20-04:00,"39.7458, -75.5467",1000,0.0,Winterfest Lager,DE
241,810,Mad River Brewing,195 Taylor Way,,Blue Lake,California,95525,United States,1-707-668-4151,,,,2010-07-22T16:00:20-04:00,"40.879, -123.993",182,8.6,Double India Pale Ale,CA
242,892,Moylan's Brewery & Restaurant,15 Rowland Way,,Novato,California,94945,United States,1-415-898-4677,http://www.moylans.com/,,,2010-07-22T16:00:20-04:00,"38.0941, -122.557",199,6.5,White Christmas,CA
243,892,Moylan's Brewery & Restaurant,15 Rowland Way,,Novato,California,94945,United States,1-415-898-4677,http://www.moylans.com/,,,2010-07-22T16:00:20-04:00,"38.0941, -122.557",281,10.0,Old Blarney Barleywine,CA
244,892,Moylan's Brewery & Restaurant,15 Rowland Way,,Novato,California,94945,United States,1-415-898-4677,http://www.moylans.com/,,,2010-07-22T16:00:20-04:00,"38.0941, -122.557",282,4.8,Irish Dry Stout,CA
245,892,Moylan's Brewery & Restaurant,15 Rowland Way,,Novato,California,94945,United States,1-415-898-4677,http://www.moylans.com/,,,2010-07-22T16:00:20-04:00,"38.0941, -122.557",283,8.0,Kilt Lifter Scottish Ale,CA
246,892,Moylan's Brewery & Restaurant,15 Rowland Way,,Novato,California,94945,United States,1-415-898-4677,http://www.moylans.com/,,,2010-07-22T16:00:20-04:00,"38.0941, -122.557",284,6.5,India Pale Ale,CA
247,892,Moylan's Brewery & Restaurant,15 Rowland Way,,Novato,California,94945,United States,1-415-898-4677,http://www.moylans.com/,,,2010-07-22T16:00:20-04:00,"38.0941, -122.557",903,8.5,Moylander Double IPA,CA
248,974,Pelican Pub & Brewery,33180 Cape Kiwanda Drive,,Pacific City,Oregon,97135,United States,1-503-965-7007,http://www.pelicanbrewery.com/,,,2010-07-22T16:00:20-04:00,"45.2152, -123.97",49,0.0,Bridal Ale 2005,OR
252,1084,Rush River Brewing,990 Antler Court,,River Falls,Wisconsin,54022,United States,1-715-426-2054,,,,2010-07-22T16:00:20-04:00,"44.8902, -92.6378",162,5.8,The Unforgiven Amber Ale,WI
273,249,Brewery Ommegang,656 County Highway 33,,Cooperstown,New York,13326,United States,1-800-544-1809,,,,2010-07-22T16:00:20-04:00,"42.6818, -74.9255",402,7.7,Hennepin Farmhouse Ale,NY
298,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",758,0.0,Poseidon Imperial Stout,WA
299,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",759,0.0,Thornton Creel Ale,WA
300,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",760,0.0,Blonde Ale,WA
301,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",761,0.0,Light,WA
302,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",762,7.5,WinterFish Ale,WA
303,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",763,0.0,Mudshark Porter,WA
304,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",764,6.7,Organic India Pale Ale,WA
305,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",765,4.0,Wild Salmon Pale Ale,WA
306,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",766,5.0,Organic Amber Ale,WA
307,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",767,4.7,Blind Pig Dunkelweizen,WA
308,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",768,4.5,Whistling Pig Hefeweizen,WA
309,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",798,10.0,Leviathan 2004,WA
310,526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/,,"From our home in beautiful Olympia, Washington, Fish Brewing Company has been hand-crafting ales of Northwest proportions since 1993. Then, using a system cobbled from brewing and dairy equipment, we brewed for our neighbors up and down Puget Sound. Growing steadily since, Fish is now an award-winning craft brewer with distribution throughout the Pacific Northwest and beyond.",2010-07-22T16:00:20-04:00,"47.0437, -122.897",800,10.0,Old Woody 2005,WA
314,701,Iron Springs Pub & Brewery,765 Center Boulevard,,Fairfax,California,94930,United States,1-415-485-1005,,,,2010-07-22T16:00:20-04:00,"37.986, -122.584",273,7.25,Casey Jones Imperial IPA,CA
315,701,Iron Springs Pub & Brewery,765 Center Boulevard,,Fairfax,California,94930,United States,1-415-485-1005,,,,2010-07-22T16:00:20-04:00,"37.986, -122.584",274,5.5,Fairfax Coffee Porter,CA
316,701,Iron Springs Pub & Brewery,765 Center Boulevard,,Fairfax,California,94930,United States,1-415-485-1005,,,,2010-07-22T16:00:20-04:00,"37.986, -122.584",275,5.5,Epiphany Ale,CA
317,701,Iron Springs Pub & Brewery,765 Center Boulevard,,Fairfax,California,94930,United States,1-415-485-1005,,,,2010-07-22T16:00:20-04:00,"37.986, -122.584",276,6.0,IPA,CA
318,701,Iron Springs Pub & Brewery,765 Center Boulevard,,Fairfax,California,94930,United States,1-415-485-1005,,,,2010-07-22T16:00:20-04:00,"37.986, -122.584",277,4.5,Chazz Cat Rye,CA
319,701,Iron Springs Pub & Brewery,765 Center Boulevard,,Fairfax,California,94930,United States,1-415-485-1005,,,,2010-07-22T16:00:20-04:00,"37.986, -122.584",278,5.0,Shining Star Pale Ale,CA
320,701,Iron Springs Pub & Brewery,765 Center Boulevard,,Fairfax,California,94930,United States,1-415-485-1005,,,,2010-07-22T16:00:20-04:00,"37.986, -122.584",279,5.8,Honey Bunny Blonde Ale,CA
321,701,Iron Springs Pub & Brewery,765 Center Boulevard,,Fairfax,California,94930,United States,1-415-485-1005,,,,2010-07-22T16:00:20-04:00,"37.986, -122.584",280,4.0,Kent Lake Kolsch,CA
322,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",68,0.0,Big Shot Seasonal Ale,CO
323,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",112,6.0,La Folie Falling Rock,CO
324,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",209,4.8,Sunshine Wheat,CO
325,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",223,4.2,Skinny Dip,CO
326,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",226,4.8,Mothership Wit,CO
327,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",401,8.5,New Belgium Trippel Belgian Style Ale,CO
328,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",403,7.0,Abbey Belgian Style Ale,CO
329,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",416,6.6,2Â° Below,CO
330,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",431,4.8,Blue Paddle Pilsener,CO
331,905,New Belgium Brewing,500 Linden Street,,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/,,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",2010-07-22T16:00:20-04:00,"40.5929, -105.07",439,6.0,La Folie,CO
